Unit ID,Unit Visit Gkey,Complex Id,Facility Id,Yard Id,Category Id,Equipment Class,Container Length,Equipment type,Freight Kind,Destination,Unit Weight in kg,Verified Gross Mass (Kg),Reefer,OOG Unit,Hazardous Flag,Hazard UN Numbers,IMDG Code,Stow Code 1,Stow Code 2,Stow Code 3,Port of Discharge,Actual Inbound Carrier visit ID,Inbound Service,Actual Outbound Carrier visit ID,Outbound Service,Arrival Mode,Current Position,Visit State,Transit State,Time Out,Time In,Move Complete Time,Ctr From Position,Ctr To Position
GCXU6004932,3042530,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,2865.576139,3212.51016,No,No,Yes,4,8,,,,SGSIN,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D94798C1,IN_YARD,S40_YARD,03/25/2026 21:30,03/25/2026 12:35,03/25/2026 12:35,V-MSC180164-483274,Y-PEB-D94798C1
CMAU6002409,3042913,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,23007.520452,23095.03861,No,No,No,,,,,,CNSHA,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A93543C1,IN_YARD,S40_YARD,03/25/2026 20:12,03/25/2026 12:35,03/25/2026 12:35,V-ONE180176-793073,Y-PEB-A93543C1
TRLU6004146,3043165,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,11195.691841,11680.3528,No,No,Yes,8,9,,,,SGSIN,ONE180116,VS-PEB-10,ONE180116,VS-PEB-10,VESSEL,Y-PEB-F99443C4,IN_YARD,S40_YARD,03/25/2026 21:31,03/25/2026 12:35,03/25/2026 12:35,V-ONE180116-562947,Y-PEB-F99443C4
MAEU6000613,3042531,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,14041.507306,14382.73126,No,No,Yes,4,9,,,,USLAX,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-508842,3DEPARTED,S70_DEPARTED,03/25/2026 13:37,03/25/2026 08:09,03/25/2026 12:36,Y-PEB-A15947C4,V-MSC180164-508842
GCXU6001824,3042914,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,14832.758045,,No,No,Yes,4,5.1,,,,CNSHA,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A85055C1,IN_YARD,S40_YARD,03/25/2026 16:12,03/25/2026 12:36,03/25/2026 12:36,V-ONE180176-178128,Y-PEB-A85055C1
CMAU6004504,3042915,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,13748.29525,,No,No,No,,,,,,CNSHA,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A42671C4,IN_YARD,S40_YARD,03/25/2026 20:00,03/25/2026 12:36,03/25/2026 12:36,V-ONE180176-757126,Y-PEB-A42671C4
CMAU6005099,3043166,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft Reefer,FCL,,28913.421702,,Yes,No,No,,,,,,JPYOK,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-133264,3DEPARTED,S70_DEPARTED,03/25/2026 16:18,03/25/2026 08:25,03/25/2026 12:36,Y-PEB-D31247C1,V-ONE180116-133264
GCXU6001129,3042532,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft Reefer,FCL,,24542.672385,24646.39397,Yes,No,No,,,,,,CNNGB,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D39753C6,IN_YARD,S40_YARD,03/25/2026 17:54,03/25/2026 12:37,03/25/2026 12:37,V-MSC180164-479313,Y-PEB-D39753C6
HLCU6002169,3042533,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,6085.214362,6321.18462,No,No,No,,,,,,NLRTM,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D32313C4,IN_YARD,S40_YARD,03/25/2026 21:03,03/25/2026 12:37,03/25/2026 12:37,V-MSC180164-434349,Y-PEB-D32313C4
CMAU6004544,3042916,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,12792.166311,,No,No,No,,,,,,SGSIN,,,ONE180176,VS-PEB-15,TRUCK,Y-PEB-F62590C2,IN_YARD,S40_YARD,03/25/2026 16:09,03/25/2026 09:42,03/25/2026 12:37,Y-PEB-C20116C6,Y-PEB-F62590C2
HLCU6002574,3042917,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,14864.133084,15001.4189,No,No,Yes,1,5.1,,,,NLRTM,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-100868,3DEPARTED,S70_DEPARTED,03/25/2026 16:19,03/25/2026 10:04,03/25/2026 12:37,Y-PEB-C13686C1,V-ONE180176-100868
MAEU6005054,3043167,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,27364.042635,27490.41394,No,No,No,,,,,,USLAX,,,ONE180116,VS-PEB-10,TRUCK,Y-PEB-F32285C1,IN_YARD,S40_YARD,03/25/2026 14:53,03/25/2026 09:49,03/25/2026 12:37,Y-PEB-D13396C2,Y-PEB-F32285C1
MSCU6005143,3042534,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,23346.991734,23714.88736,No,No,Yes,8,8,,,,INMAA,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-925653,3DEPARTED,S70_DEPARTED,03/25/2026 15:57,03/25/2026 08:23,03/25/2026 12:38,Y-PEB-A57872C3,V-MSC180164-925653
CMAU6000193,3042535,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,5218.011191,5433.28037,No,No,No,,,,,,SGSIN,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-390832,3DEPARTED,S70_DEPARTED,03/25/2026 14:44,03/25/2026 10:21,03/25/2026 12:38,Y-PEB-D14629C6,V-MSC180164-390832
HLCU6005036,3042918,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,15137.91147,15545.4926,No,No,No,,,,,,INMAA,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A60496C2,IN_YARD,S40_YARD,03/25/2026 18:36,03/25/2026 12:38,03/25/2026 12:38,V-ONE180176-134135,Y-PEB-A60496C2
TRLU6004965,3043168,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,28329.963717,28410.46801,No,No,No,,,,,,JPYOK,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-914912,3DEPARTED,S70_DEPARTED,03/25/2026 14:05,03/25/2026 08:30,03/25/2026 12:38,Y-PEB-C41850C6,V-ONE180116-914912
GCXU6001099,3042536,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,17858.363588,,No,No,Yes,8,3,,,,NLRTM,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D34035C1,IN_YARD,S40_YARD,03/25/2026 18:13,03/25/2026 12:39,03/25/2026 12:39,V-MSC180164-863019,Y-PEB-D34035C1
GCXU6000937,3042919,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTL,,19317.688973,19469.44249,No,No,No,,,,,,SGSIN,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-162952,3DEPARTED,S70_DEPARTED,03/25/2026 16:14,03/25/2026 09:06,03/25/2026 12:39,Y-PEB-D29554C4,V-ONE180176-162952
GCXU6003192,3043169,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,9650.60593,,No,No,Yes,8,2.1,,,,USLAX,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-774931,3DEPARTED,S70_DEPARTED,03/25/2026 15:16,03/25/2026 11:21,03/25/2026 12:39,Y-PEB-H97499C1,V-ONE180116-774931
OOLU6003017,3042537,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,26763.672752,26918.38502,No,No,No,,,,,,USLAX,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D29063C6,IN_YARD,S40_YARD,03/25/2026 20:58,03/25/2026 12:40,03/25/2026 12:40,V-MSC180164-571545,Y-PEB-D29063C6
MAEU6004622,3042538,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,28619.77787,28705.63876,No,No,No,,,,,,JPYOK,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-844456,3DEPARTED,S70_DEPARTED,03/25/2026 16:32,03/25/2026 09:21,03/25/2026 12:40,Y-PEB-C30389C3,V-MSC180164-844456
HLCU6003788,3042920,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,18254.77794,18622.36452,No,No,Yes,5,6.1,,,,CNSHA,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A59032C2,IN_YARD,S40_YARD,03/25/2026 21:38,03/25/2026 12:40,03/25/2026 12:40,V-ONE180176-802941,Y-PEB-A59032C2
CMAU6005245,3042921,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,12657.822852,12955.64197,No,No,No,,,,,,CNNGB,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A79311C6,IN_YARD,S40_YARD,03/25/2026 20:42,03/25/2026 12:40,03/25/2026 12:40,V-ONE180176-256681,Y-PEB-A79311C6
MAEU6004545,3043170,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,17343.432951,,No,No,Yes,4,3,,,,CNNGB,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-288367,3DEPARTED,S70_DEPARTED,03/25/2026 14:01,03/25/2026 07:50,03/25/2026 12:40,Y-PEB-D92843C4,V-ONE180116-288367
GCXU6000048,3042539,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,22909.667282,22977.22975,No,No,No,,,,,,CNSHA,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-671313,3DEPARTED,S70_DEPARTED,03/25/2026 14:36,03/25/2026 07:45,03/25/2026 12:41,Y-PEB-C25849C1,V-MSC180164-671313
OOLU6001311,3042540,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube Reefer,MTL,,4677.392919,4975.57702,Yes,No,Yes,4,6.1,,,,CNSHA,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D36857C2,IN_YARD,S40_YARD,03/25/2026 16:58,03/25/2026 12:41,03/25/2026 12:41,V-MSC180164-210723,Y-PEB-D36857C2
HLCU6005246,3042922,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,14346.704779,14597.81066,No,No,Yes,4,4.1,,,,USLAX,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A52551C3,IN_YARD,S40_YARD,03/25/2026 15:28,03/25/2026 12:41,03/25/2026 12:41,V-ONE180176-176662,Y-PEB-A52551C3
OOLU6005070,3043171,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,20076.534086,,No,No,No,,,,,,SGSIN,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-321113,3DEPARTED,S70_DEPARTED,03/25/2026 16:00,03/25/2026 08:04,03/25/2026 12:41,Y-PEB-D33019C3,V-ONE180116-321113
MAEU6002119,3042541,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,20046.438485,20123.1511,No,No,Yes,3,2.1,,,,CNSHA,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D87539C3,IN_YARD,S40_YARD,03/25/2026 15:02,03/25/2026 12:42,03/25/2026 12:42,V-MSC180164-678141,Y-PEB-D87539C3
ONEY6001031,3042923,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,27316.069196,27731.43306,No,Yes,No,,,,,,CNNGB,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A27788C6,IN_YARD,S40_YARD,03/25/2026 16:56,03/25/2026 12:42,03/25/2026 12:42,V-ONE180176-443075,Y-PEB-A27788C6
CMAU6001389,3042924,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,31966.445965,,No,No,No,,,,,,NLRTM,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A46333C4,IN_YARD,S40_YARD,03/25/2026 15:39,03/25/2026 12:42,03/25/2026 12:42,V-ONE180176-325841,Y-PEB-A46333C4
MAEU6003518,3043172,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,29929.197707,30409.26424,No,No,Yes,6,4.1,,,,INMAA,ONE180116,VS-PEB-10,ONE180116,VS-PEB-10,VESSEL,Y-PEB-F89073C5,IN_YARD,S40_YARD,03/25/2026 21:05,03/25/2026 12:42,03/25/2026 12:42,V-ONE180116-753027,Y-PEB-F89073C5
HLCU6002462,3042542,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,3263.316112,3377.83652,No,No,No,,,,,,SGSIN,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-675211,3DEPARTED,S70_DEPARTED,03/25/2026 14:51,03/25/2026 10:35,03/25/2026 12:43,Y-PEB-A23941C6,V-MSC180164-675211
OOLU6003706,3042543,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube Reefer,FCL,,30944.052673,31254.28747,Yes,No,No,,,,,,INMAA,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D95138C4,IN_YARD,S40_YARD,03/25/2026 17:22,03/25/2026 12:43,03/25/2026 12:43,V-MSC180164-267316,Y-PEB-D95138C4
GCXU6003803,3042925,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,9571.09169,9694.92579,No,No,Yes,3,4.1,,,,USLAX,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-149781,3DEPARTED,S70_DEPARTED,03/25/2026 14:40,03/25/2026 08:34,03/25/2026 12:43,Y-PEB-D21773C2,V-ONE180176-149781
ONEY6001545,3042926,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,25843.378434,26205.57669,No,No,No,,,,,,SGSIN,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-A26228C4,IN_YARD,S40_YARD,03/25/2026 16:39,03/25/2026 12:43,03/25/2026 12:43,V-ONE180176-861046,Y-PEB-A26228C4
GCXU6004765,3043173,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,13852.384004,14154.77225,No,No,No,,,,,,INMAA,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-325074,3DEPARTED,S70_DEPARTED,03/25/2026 16:37,03/25/2026 10:52,03/25/2026 12:43,Y-PEB-H39533C3,V-ONE180116-325074
CMAU6003648,3042544,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,25489.091395,,No,No,No,,,,,,JPYOK,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D74652C5,IN_YARD,S40_YARD,03/25/2026 20:13,03/25/2026 12:44,03/25/2026 12:44,V-MSC180164-860908,Y-PEB-D74652C5
OOLU6003457,3042927,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,9248.211245,9592.54755,No,No,Yes,8,6.1,,,,JPYOK,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-660443,3DEPARTED,S70_DEPARTED,03/25/2026 15:20,03/25/2026 07:59,03/25/2026 12:44,Y-PEB-C36237C3,V-ONE180176-660443
GCXU6004684,3043174,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,22340.849043,22413.27081,No,No,No,,,,,,CNSHA,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-754511,3DEPARTED,S70_DEPARTED,03/25/2026 14:48,03/25/2026 10:07,03/25/2026 12:44,Y-PEB-G53494C3,V-ONE180116-754511
TRLU6005114,3042545,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube Reefer,FCL,,26091.587957,26275.00463,Yes,No,No,,,,,,JPYOK,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-332633,3DEPARTED,S70_DEPARTED,03/25/2026 16:17,03/25/2026 09:26,03/25/2026 12:45,Y-PEB-D20031C2,V-MSC180164-332633
OOLU6001494,3042546,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,13828.004602,14126.26112,No,No,No,,,,,,INMAA,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D94042C3,IN_YARD,S40_YARD,03/25/2026 19:03,03/25/2026 12:45,03/25/2026 12:45,V-MSC180164-864144,Y-PEB-D94042C3
MSCU6005247,3042928,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,7539.931911,7596.20935,No,No,Yes,8,8,,,,JPYOK,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-D32766C6,IN_YARD,S40_YARD,03/25/2026 16:09,03/25/2026 12:45,03/25/2026 12:45,V-ONE180176-419415,Y-PEB-D32766C6
MAEU6004655,3042929,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft Reefer,MTY,,10044.759001,10117.55501,Yes,No,No,,,,,,USLAX,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-285966,3DEPARTED,S70_DEPARTED,03/25/2026 15:56,03/25/2026 08:42,03/25/2026 12:45,Y-PEB-G76377C1,V-ONE180176-285966
GCXU6000739,3043175,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,9960.335903,10129.73343,No,No,Yes,2,1.1,,,,NLRTM,ONE180116,VS-PEB-10,ONE180116,VS-PEB-10,VESSEL,Y-PEB-F67014C3,IN_YARD,S40_YARD,03/25/2026 14:57,03/25/2026 12:45,03/25/2026 12:45,V-ONE180116-181465,Y-PEB-F67014C3
TRLU6000331,3042547,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTL,,10161.28594,10485.86855,No,No,No,,,,,,SGSIN,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-145759,3DEPARTED,S70_DEPARTED,03/25/2026 15:45,03/25/2026 07:57,03/25/2026 12:46,Y-PEB-G90833C1,V-MSC180164-145759
GCXU6003574,3042548,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,30034.911911,30516.4821,No,No,No,,,,,,JPYOK,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-312314,3DEPARTED,S70_DEPARTED,03/25/2026 14:37,03/25/2026 11:15,03/25/2026 12:46,Y-PEB-D90416C1,V-MSC180164-312314
GCXU6004324,3042930,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,31756.259389,31834.3568,No,No,No,,,,,,CNSHA,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-334453,3DEPARTED,S70_DEPARTED,03/25/2026 15:10,03/25/2026 09:22,03/25/2026 12:46,Y-PEB-A57330C6,V-ONE180176-334453
ONEY6004603,3043176,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,30234.90783,30290.9801,No,No,No,,,,,,INMAA,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-128964,3DEPARTED,S70_DEPARTED,03/25/2026 14:27,03/25/2026 10:57,03/25/2026 12:46,Y-PEB-H93842C6,V-ONE180116-128964
OOLU6004849,3042549,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube Reefer,FCL,,25759.132959,25840.44391,Yes,No,No,,,,,,CNSHA,,,MSC180164,VS-PEB-14,TRUCK,Y-PEB-A26170C4,IN_YARD,S40_YARD,03/25/2026 15:21,03/25/2026 10:16,03/25/2026 12:47,Y-PEB-D92036C1,Y-PEB-A26170C4
HLCU6001012,3042931,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,2103.318234,,No,No,No,,,,,,INMAA,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-425981,3DEPARTED,S70_DEPARTED,03/25/2026 15:25,03/25/2026 08:52,03/25/2026 12:47,Y-PEB-A33550C4,V-ONE180176-425981
HLCU6005089,3042932,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,6154.388639,6213.76274,No,No,No,,,,,,CNSHA,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-880893,3DEPARTED,S70_DEPARTED,03/25/2026 15:52,03/25/2026 11:29,03/25/2026 12:47,Y-PEB-D72788C4,V-ONE180176-880893
CMAU6002065,3043177,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube Reefer,MTL,,20988.323747,21237.13436,Yes,No,No,,,,,,USLAX,ONE180116,VS-PEB-10,ONE180116,VS-PEB-10,VESSEL,Y-PEB-F83116C1,IN_YARD,S40_YARD,03/25/2026 18:45,03/25/2026 12:47,03/25/2026 12:47,V-ONE180116-886849,Y-PEB-F83116C1
HLCU6005205,3042550,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,10318.252736,10519.20756,No,Yes,No,,,,,,CNNGB,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D58054C3,IN_YARD,S40_YARD,03/25/2026 20:20,03/25/2026 12:48,03/25/2026 12:48,V-MSC180164-971218,Y-PEB-D58054C3
TRLU6000965,3042551,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTL,,17117.589567,17338.64644,No,Yes,No,,,,,,KRPUS,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-852575,3DEPARTED,S70_DEPARTED,03/25/2026 15:16,03/25/2026 10:49,03/25/2026 12:48,Y-PEB-A20459C5,V-MSC180164-852575
GCXU6003412,3042933,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,30004.310702,30378.6593,No,No,No,,,,,,KRPUS,,,ONE180176,VS-PEB-15,TRUCK,Y-PEB-D40281C6,IN_YARD,S40_YARD,03/25/2026 16:09,03/25/2026 10:00,03/25/2026 12:48,Y-PEB-A88054C4,Y-PEB-D40281C6
OOLU6004758,3043178,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,10589.212019,,No,No,No,,,,,,SGSIN,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-468396,3DEPARTED,S70_DEPARTED,03/25/2026 13:50,03/25/2026 09:27,03/25/2026 12:48,Y-PEB-F80186C5,V-ONE180116-468396
MAEU6003389,3042552,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,6379.031796,6514.42229,No,No,No,,,,,,SGSIN,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-790745,3DEPARTED,S70_DEPARTED,03/25/2026 14:54,03/25/2026 11:40,03/25/2026 12:49,Y-PEB-A32866C4,V-MSC180164-790745
MSCU6004857,3042934,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,25408.601854,,No,Yes,Yes,2,2.1,,,,JPYOK,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-D55395C4,IN_YARD,S40_YARD,03/25/2026 18:11,03/25/2026 12:49,03/25/2026 12:49,V-ONE180176-725992,Y-PEB-D55395C4
MSCU6000354,3042935,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,14185.845445,14255.97053,No,No,No,,,,,,JPYOK,ONE180176,VS-PEB-15,ONE180176,VS-PEB-15,VESSEL,Y-PEB-D80711C5,IN_YARD,S40_YARD,03/25/2026 16:14,03/25/2026 12:49,03/25/2026 12:49,V-ONE180176-674423,Y-PEB-D80711C5
TRLU6001654,3043179,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,24418.036814,24905.78719,No,Yes,No,,,,,,CNSHA,,,ONE180116,VS-PEB-10,TRUCK,Y-PEB-H86373C5,IN_YARD,S40_YARD,03/25/2026 16:36,03/25/2026 11:38,03/25/2026 12:49,Y-PEB-F41879C4,Y-PEB-H86373C5
OOLU6001758,3042553,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft Reefer,MTL,,31541.165811,31632.77021,Yes,No,No,,,,,,NLRTM,MSC180164,VS-PEB-14,MSC180164,VS-PEB-14,VESSEL,Y-PEB-D44249C5,IN_YARD,S40_YARD,03/25/2026 15:50,03/25/2026 12:50,03/25/2026 12:50,V-MSC180164-564946,Y-PEB-D44249C5
MSCU6001846,3042554,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,14047.783916,,No,No,No,,,,,,INMAA,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-291986,3DEPARTED,S70_DEPARTED,03/25/2026 16:28,03/25/2026 08:35,03/25/2026 12:50,Y-PEB-D24050C5,V-MSC180164-291986
MAEU6000927,3042936,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,16242.584691,16429.28311,No,No,No,,,,,,NLRTM,,,ONE180176,VS-PEB-15,TRUCK,Y-PEB-A74376C3,IN_YARD,S40_YARD,03/25/2026 17:15,03/25/2026 10:03,03/25/2026 12:50,Y-PEB-D85318C2,Y-PEB-A74376C3
GCXU6000338,3043180,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,5167.823604,5665.56343,No,No,No,,,,,,CNNGB,,,ONE180116,VS-PEB-10,TRUCK,V-ONE180116-714187,3DEPARTED,S70_DEPARTED,03/25/2026 15:31,03/25/2026 08:58,03/25/2026 12:50,Y-PEB-D72730C1,V-ONE180116-714187
HLCU6000227,3042555,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,22413.13441,22697.5422,No,No,Yes,2,8,,,,CNNGB,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-916517,3DEPARTED,S70_DEPARTED,03/25/2026 16:09,03/25/2026 11:41,03/25/2026 12:51,Y-PEB-F44085C3,V-MSC180164-916517
TRLU6003431,3042556,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,6166.038842,6234.72488,No,No,No,,,,,,CNSHA,,,MSC180164,VS-PEB-14,TRUCK,V-MSC180164-143332,3DEPARTED,S70_DEPARTED,03/25/2026 15:56,03/25/2026 10:29,03/25/2026 12:51,Y-PEB-A24791C2,V-MSC180164-143332
OOLU6000870,3042937,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,23888.089781,,No,No,No,,,,,,INMAA,,,ONE180176,VS-PEB-15,TRUCK,V-ONE180176-308544,3DEPARTED,S70_DEPARTED,03/25/2026 15:32,03/25/2026 08:20,03/25/2026 12:51,Y-PEB-F72913C3,V-ONE180176-308544
